iter	Passed	Remaining
338	17968	2632217
339	18024	2632702
340	18101	2636105
341	18153	2635919
342	18214	2637018
343	18280	2638787
344	18342	2639955
345	18423	2643932
346	18494	2646427
347	18579	2650932
348	18637	2651438
349	18688	2651157
350	18752	2652588
351	18806	2652586
352	18859	2652414
353	18911	2652168
354	18993	2656097
355	19065	2658683
356	19118	2658574
357	19168	2658029
358	19172	2651069
359	19227	2651232
360	19240	2645602
361	19242	2638584
362	19244	2631546
363	19298	2631534
364	19347	2631001
365	19401	2631093
366	19465	2632524
367	19519	2632540
368	19573	2632652
369	19665	2637808
370	19750	2642008
371	19761	2636398
372	19829	2638297
373	19894	2639791
374	19948	2639808
375	20008	2640661
376	20071	2641902
377	20119	2641208
378	20173	2641279
379	20222	2640644
380	20277	2640809
381	20303	2637178
382	20391	2641711
383	20454	2642878
384	20507	2642831
385	20515	2636904
386	20580	2638350
387	20634	2638403
388	20686	2638285
389	20688	2631665
390	20746	2632231
391	20829	2635954
392	20886	2636369
393	20887	2629766
394	20951	2631140
395	21013	2632237
396	21064	2631916
397	21110	2630995
398	21163	2630942
399	21213	2630446
400	21304	2635170
401	21359	2635251
402	21426	2636920
403	21492	2638520
404	21499	2632786
405	21551	2632531
406	21602	2632269
407	21656	2632345
408	21715	2633035
409	21777	2634028
410	21785	2628508
411	21846	2629448
412	21871	2626058
413	21927	2626267
414	21991	2627562
415	21992	2621371
416	22000	2615905
417	22070	2617981
418	22090	2613950
419	22148	2614634
420	22208	2615341
421	22260	2615235
422	22323	2616332
423	22379	2616671
424	22440	2617637
425	22500	2618410
426	22557	2618831
427	22569	2614029
428	22621	2613874
429	22686	2615240
430	22768	2618594
431	22823	2618817
432	22872	2618273
433	22873	2612336
434	22930	2612801
435	22982	2612614
436	23034	2612453
437	23060	2609450
438	23076	2605276
439	23132	2605615
440	23176	2604582
441	23229	2604497
442	23236	2599359
443	23289	2599393
444	23341	2599342
445	23411	2601165
446	23468	2601628
447	23528	2602473
448	23601	2604636
449	23669	2606267
450	23753	2609682
451	23843	2613728
452	23899	2613998
453	23957	2614530
454	24019	2615493
455	24072	2615433
456	24125	2615412
457	24184	2616095
458	24246	2616950
459	24296	2616579
460	24346	2616310
461	24418	2618325
462	24488	2620009
463	24490	2614525
464	24540	2614241
465	24591	2613983
466	24664	2616107
467	24720	2616351
468	24773	2616302
469	24826	2616298
470	24913	2619821
471	25001	2623438
472	25031	2621053
473	25061	2618587
474	25113	2618464
475	25193	2621191
476	25249	2621430
477	25309	2622146
478	25368	2622736
479	25376	2618004
480	25435	2618616
481	25521	2621909
482	25596	2624173
483	25661	2625352
484	25662	2619978
485	25716	2619997
486	25770	2620052
487	25830	2620733
488	25846	2616956
489	25899	2616877
490	25953	2617007
491	26014	2617719
492	26107	2621731
493	26168	2622426
494	26226	2622907
495	26230	2617972
496	26286	2618215
497	26350	2619276
498	26404	2619370
499	26460	2619602
500	26543	2622514
501	26558	2618707
502	26613	2618861
503	26690	2621145
504	26746	2621378
505	26812	2622617
506	26862	2622257
507	26909	2621689
508	26965	2621919
509	27034	2623406
510	27103	2624876
511	27165	2625747
512	27226	2626433
513	27290	2627471
514	27348	2627861
515	27401	2627757
516	27467	2628944
517	27539	2630737
518	27602	2631624
519	27690	2634854
520	27778	2638142
521	27839	2638739
522	27896	2639033
523	27971	2641030
524	28038	2642299
525	28097	2642745
526	28152	2642829
527	28208	2643078
528	28232	2640227
529	28290	2640609
530	28346	2640837
531	28400	2640818
532	28460	2641342
533	28473	2637541
534	28512	2636217
535	28567	2636351
536	28634	2637537
537	28726	2641033
538	28778	2640800
539	28831	2640728
540	28893	2641503
541	28949	2641709
542	29014	2642656
543	29041	2640189
544	29110	2641614
545	29172	2642318
546	29223	2642012
547	29309	2644926
548	29379	2646354
549	29381	2641634
550	29434	2641610
551	29496	2642258
552	29558	2642957
553	29615	2643259
554	29674	2643682
555	29722	2643201
556	29811	2646285
557	29865	2646260
558	29916	2646006
559	29976	2646480
560	30035	2646916
561	30047	2643224
562	30105	2643590
563	30130	2641024
564	30187	2641273
565	30243	2641457
566	30250	2637369
567	30346	2641031
568	30413	2642112
569	30488	2643977
570	30501	2640380
571	30561	2640914
572	30637	2642795
573	30702	2643701
574	30730	2641471
575	30800	2642855
576	30846	2642143
577	30852	2638045
578	30902	2637668
579	30974	2639238
580	31002	2637048
581	31056	2637026
582	31114	2637364
583	31192	2639429
584	31233	2638269
585	31288	2638374
586	31295	2634417
587	31350	2634493
588	31413	2635246
589	31416	2631012
590	31467	2630751
591	31524	2631004
592	31588	2631825
593	31645	2632119
594	31690	2631383
595	31752	2632019
596	31807	2632127
597	31873	2633102
598	31955	2635464
599	32022	2636491
600	32087	2637413
601	32114	2635196
602	32199	2637750
603	32277	2639724
604	32304	2637501
605	32306	2633224
606	32371	2634121
607	32418	2633606
608	32473	2633675
609	32526	2633579
610	32600	2635160
611	32652	2635074
612	32702	2634738
613	32757	2634805
614	32772	2631621
615	32868	2635024
616	32931	2635776
617	32980	2635314
618	32981	2631124
619	32994	2627838
620	33047	2627788
621	33118	2629122
622	33172	2629162
623	33186	2625989
624	33237	2625736
625	33322	2628213
626	33388	2629203
627	33442	2629198
628	33469	2627067
629	33540	2628397
630	33590	2628058
631	33590	2623912
632	33640	2623608
633	33690	2623269
634	33777	2625852
635	33794	2623038
636	33855	2623527
637	33902	2623040
638	33957	2623086
639	33964	2619513
640	34036	2620893
641	34039	2617024
642	34092	2616964
643	34141	2616570
644	34143	2612624
645	34168	2610444
646	34230	2611066
647	34286	2611291
648	34336	2610989
649	34393	2611267
650	34495	2614907
651	34547	2614766
652	34601	2614809
653	34653	2614691
654	34657	2610928
655	34670	2607899
656	34731	2608445
657	34756	2606284
658	34804	2605934
659	34866	2606569
660	34917	2606370
661	34921	2602629
662	34976	2602805
663	35025	2602464
664	35082	2602669
665	35084	2598850
666	35153	2600069
667	35242	2602701
668	35267	2600589
669	35318	2600365
670	35322	2596725
671	35350	2594884
672	35412	2595501
673	35461	2595226
674	35468	2591798
675	35521	2591806
676	35572	2591634
677	35669	2594828
678	35722	2594766
679	35773	2594641
680	35849	2596283
681	35906	2596515
682	35959	2596479
683	35985	2594501
684	36036	2594391
685	36110	2595819
686	36157	2595368
687	36159	2591688
688	36224	2592525
689	36290	2593469
690	36416	2598675
691	36425	2595452
692	36480	2595595
693	36549	2596692
694	36598	2596387
695	36656	2596704
696	36657	2593031
697	36712	2593111
698	36767	2593254
699	36825	2593574
700	36888	2594215
701	36940	2594142
702	36991	2593992
703	37083	2596707
704	37143	2597147
705	37196	2597113
706	37263	2598044
707	37328	2598890
708	37383	2598952
709	37389	2595682
710	37432	2594938
711	37538	2598618
712	37567	2596913
713	37585	2594462
714	37634	2594172
715	37693	2594510
716	37720	2592710
717	37759	2591738
718	37814	2591843
719	37881	2592768
720	37937	2592984
721	37997	2593411
722	38087	2595917
723	38121	2594587
724	38177	2594732
725	38235	2595030
726	38240	2591750
727	38318	2593462
728	38390	2594690
729	38443	2594663
730	38548	2598142
731	38611	2598753
732	38615	2595438
733	38675	2595876
734	38739	2596623
735	38800	2597105
736	38878	2598754
737	38977	2601782
738	39038	2602269
739	39093	2602382
740	39154	2602874
741	39210	2602990
742	39273	2603608
743	39365	2606146
744	39447	2608036
745	39477	2606480
746	39530	2606397
747	39587	2606645
748	39594	2603569
749	39654	2603982
750	39731	2605495
751	39784	2605445
752	39839	2605552
753	39914	2606957
754	39972	2607203
755	40028	2607349
756	40081	2607333
757	40141	2607708
758	40204	2608335
759	40256	2608220
760	40347	2610624
761	40436	2612889
762	40494	2613167
763	40552	2613393
764	40605	2613362
765	40672	2614173
766	40731	2614491
767	40785	2614510
768	40803	2612203
769	40923	2616474
770	40992	2617401
771	41020	2615739
772	41075	2615826
773	41133	2616064
774	41184	2615907
775	41239	2615948
776	41241	2612675
777	41307	2613438
778	41315	2610530
779	41323	2607645
780	41407	2609521
781	41476	2610492
782	41530	2610470
783	41585	2610550
784	41586	2607266
785	41641	2607287
786	41690	2606989
787	41743	2606976
788	41853	2610459
789	41916	2611009
790	41972	2611183
791	42029	2611368
792	42083	2611363
793	42141	2611595
794	42198	2611817
795	42257	2612114
796	42339	2613830
797	42414	2615163
798	42487	2616333
799	42489	2613097
800	42543	2613110
801	42597	2613097
802	42647	2612860
803	42706	2613150
804	42770	2613769
805	42841	2614848
806	42896	2614855
807	42990	2617289
808	43000	2614636
809	43004	2611572
810	43055	2611435
811	43110	2611478
812	43169	2611764
813	43233	2612399
814	43296	2612938
815	43345	2612601
816	43439	2615032
817	43500	2615425
818	43507	2612604
819	43562	2612660
820	43614	2612549
821	43674	2612905
822	43687	2610488
823	43742	2610545
824	43805	2611092
825	43862	2611262
826	43916	2611261
827	43971	2611296
828	44021	2611065
829	44075	2611085
830	44133	2611301
831	44196	2611841
832	44248	2611726
833	44330	2613377
834	44393	2613902
835	44449	2613989
836	44500	2613836
837	44550	2613580
838	44609	2613907
839	44672	2614416
840	44727	2614435
841	44754	2612899
842	44840	2614755
843	44899	2615040
844	44949	2614792
845	45010	2615177
846	45023	2612795
847	45080	2612990
848	45146	2613663
849	45197	2613505
850	45255	2613679
851	45305	2613451
852	45367	2613921
853	45428	2614313
854	45484	2614426
855	45541	2614566
856	45606	2615238
857	45656	2614995
858	45661	2612143
859	45712	2612006
860	45802	2614044
861	45866	2614583
862	45920	2614605
863	45982	2615046
864	46048	2615686
865	46103	2615767
866	46153	2615531
867	46213	2615836
868	46264	2615664
869	46338	2616788
870	46402	2617360
871	46472	2618237
872	46497	2616574
873	46544	2616188
874	46597	2616110
875	46652	2616149
876	46709	2616319
877	46768	2616590
878	46819	2616400
879	46871	2616285
880	46934	2616757
881	46984	2616520
882	47009	2614900
883	47059	2614685
884	47067	2612086
885	47126	2612403
886	47183	2612555
887	47236	2612451
888	47301	2613060
889	47392	2615080
890	47447	2615168
891	47497	2614919
892	47552	2614950
893	47607	2614981
894	47616	2612496
895	47647	2611237
896	47660	2609019
897	47712	2608894
898	47758	2608437
899	47824	2609068
900	47887	2609569
901	47914	2608126
902	47940	2606582
903	47997	2606710
904	48051	2606707
905	48107	2606827
906	48156	2606532
907	48157	2603710
908	48200	2603117
909	48248	2602746
910	48334	2604476
911	48391	2604664
912	48440	2604355
913	48491	2604202
914	48540	2603933
915	48587	2603573
916	48632	2603109
917	48675	2602502
918	48720	2602037
919	48724	2599340
920	48771	2598989
921	48823	2598876
922	48867	2598318
923	48908	2597671
924	48956	2597336
925	49002	2596910
926	49008	2594370
927	49009	2591613
928	49067	2591787
929	49131	2592323
930	49181	2592160
931	49232	2592011
932	49285	2591966
933	49337	2591852
934	49384	2591511
935	49434	2591319
936	49483	2591028
937	49539	2591171
938	49601	2591610
939	49622	2589847
940	49685	2590374
941	49713	2589029
942	49769	2589123
943	49814	2588651
944	49860	2588286
945	49905	2587781
946	49955	2587600
947	50055	2590010
948	50112	2590191
949	50159	2589837
950	50208	2589590
951	50262	2589554
952	50312	2589379
953	50358	2588962
954	50406	2588655
955	50409	2586095
956	50479	2586925
957	50563	2588441
958	50570	2586076
959	50622	2585967
960	50629	2583556
961	50644	2581627
962	50700	2581718
963	50759	2581986
964	50813	2582010
965	50864	2581858
966	50958	2583902
967	51010	2583840
968	51070	2584156
969	51121	2583998
970	51178	2584149
971	51225	2583853
972	51276	2583697
973	51328	2583593
974	51380	2583505
975	51415	2582591
976	51455	2581867
977	51518	2582327
978	51519	2579696
979	51571	2579605
980	51572	2577011
981	51628	2577114
982	51680	2577027
983	51729	2576802
984	51781	2576699
985	51829	2576420
986	51883	2576445
987	51929	2576102
988	51974	2575652
989	51985	2573556
990	52031	2573156
991	52103	2574059
992	52168	2574643
993	52228	2574969
994	52282	2574967
995	52341	2575240
996	52391	2575057
997	52443	2575004
998	52501	2575212
999	52635	2579121
1000	52700	2579673
1001	52766	2580315
1002	52825	2580560
1003	52894	2581309
1004	52973	2582519
1005	53070	2584631
1006	53141	2585457
1007	53213	2586352
1008	53288	2587389
1009	53342	2587358
1010	53423	2588666
1011	53490	2589315
1012	53572	2590658
1013	53645	2591578
1014	53701	2591684
1015	53768	2592342
1016	53844	2593395
1017	53932	2595005
1018	54000	2595699
1019	54006	2593349
1020	54066	2593667
1021	54130	2594120
1022	54185	2594178
1023	54242	2594340
1024	54318	2595370
1025	54375	2595505
1026	54379	2593121
1027	54439	2593399
1028	54493	2593372
1029	54546	2593354
1030	54618	2594188
1031	54675	2594309
1032	54740	2594838
1033	54791	2594685
1034	54852	2595043
1035	54866	2593143
1036	54928	2593511
1037	54988	2593800
1038	55044	2593888
1039	55097	2593836
1040	55155	2594027
1041	55214	2594225
1042	55275	2594543
1043	55304	2593398
1044	55372	2594011
1045	55426	2594041
1046	55478	2593946
1047	55536	2594119
1048	55592	2594209
1049	55646	2594170
1050	55720	2595125
1051	55749	2593957
1052	55806	2594090
1053	55870	2594524
1054	55952	2595843
1055	56028	2596834
1056	56120	2598583
1057	56188	2599237
1058	56266	2600321
1059	56328	2600677
1060	56391	2601073
1061	56473	2602374
1062	56551	2603445
1063	56666	2606210
1064	56762	2608128
1065	56774	2606193
1066	56847	2607031
1067	56911	2607491
1068	56969	2607652
1069	57031	2608004
1070	57087	2608054
1071	57115	2606876
1072	57175	2607120
1073	57178	2604745
1074	57237	2604974
1075	57293	2605021
1076	57358	2605538
1077	57431	2606379
1078	57488	2606498
1079	57542	2606466
1080	57598	2606530
1081	57655	2606652
1082	57662	2604484
1083	57732	2605218
1084	57793	2605487
1085	57849	2605564
1086	57914	2606039
1087	57975	2606325
1088	58042	2606894
1089	58114	2607698
1090	58196	2608901
1091	58258	2609251
1092	58319	2609534
1093	58389	2610247
1094	58442	2610181
1095	58497	2610184
1096	58550	2610117
1097	58558	2608033
1098	58615	2608171
1099	58691	2609109
1100	58761	2609795
1101	58818	2609917
1102	58820	2607559
1103	58887	2608127
1104	58955	2608693
1105	59017	2609050
1106	59076	2609245
1107	59131	2609268
1108	59195	2609658
1109	59271	2610636
1110	59338	2611180
1111	59369	2610108
1112	59479	2612575
1113	59552	2613362
1114	59613	2613652
1115	59693	2614758
1116	59746	2614670
1117	59803	2614771
1118	59854	2614631
1119	59922	2615183
1120	59978	2615239
1121	60037	2615428
1122	60098	2615721
1123	60157	2615870
1124	60214	2615966
1125	60266	2615855
1126	60331	2616330
1127	60388	2616426
1128	60403	2614678
1129	60417	2612941
1130	60470	2612865
1131	60528	2612994
1132	60530	2610704
1133	60596	2611222
1134	60649	2611129
1135	60707	2611267
1136	60765	2611441
1137	60767	2609173
1138	60842	2610046
1139	60907	2610467
1140	60933	2609239
1141	60991	2609408
1142	61062	2610107
1143	61174	2612544
1144	61231	2612618
1145	61309	2613607
1146	61386	2614585
1147	61446	2614782
1148	61510	2615184
1149	61516	2613132
1150	61534	2611542
1151	61586	2611456
1152	61643	2611554
1153	61698	2611531
1154	61791	2613150
1155	61864	2613944
1156	61917	2613857
1157	61973	2613901
1158	62033	2614115
1159	62047	2612399
1160	62100	2612346
1161	62147	2612020
1162	62151	2609865
1163	62200	2609634
1164	62258	2609790
1165	62322	2610181
1166	62375	2610094
1167	62438	2610439
1168	62509	2611100
1169	62536	2609965
1170	62588	2609851
1171	62660	2610581
1172	62744	2611771
1173	62810	2612274
1174	62868	2612402
1175	62935	2612907
1176	62991	2612932
1177	63043	2612845
1178	63098	2612819
1179	63160	2613139
1180	63216	2613177
1181	63307	2614688
1182	63398	2616169
1183	63464	2616631
1184	63526	2616896
1185	63542	2615308
1186	63610	2615853
1187	63670	2616075
1188	63673	2613923
1189	63730	2614027
1190	63802	2614724
1191	63860	2614841
1192	63913	2614793
1193	63965	2614660
1194	63978	2612930
1195	63981	2610828
1196	64033	2610705
1197	64108	2611521
1198	64179	2612186
1199	64248	2612781
1200	64302	2612728
1201	64379	2613651
1202	64442	2613978
1203	64508	2614419
1204	64576	2614953
1205	64630	2614911
1206	64682	2614793
1207	64727	2614380
1208	64795	2614924
1209	64898	2616871
1210	64958	2617047
1211	65025	2617539
1212	65046	2616189
1213	65102	2616204
1214	65157	2616219
1215	65214	2616321
1216	65222	2614415
1217	65224	2612295
1218	65289	2612724
1219	65348	2612887
1220	65419	2613506
1221	65506	2614806
1222	65571	2615179
1223	65633	2615470
1224	65692	2615648
1225	65758	2616089
1226	65814	2616131
1227	65871	2616178
1228	65920	2615942
1229	65982	2616219
1230	66035	2616151
1231	66099	2616496
1232	66164	2616896
1233	66245	2617917
1234	66298	2617836
1235	66321	2616585
1236	66381	2616779
1237	66440	2616952
1238	66490	2616744
1239	66497	2614852
1240	66563	2615300
1241	66618	2615291
1242	66620	2613223
1243	66683	2613529
1244	66743	2613701
1245	66799	2613772
1246	66862	2614082
1247	66926	2614406
1248	66979	2614355
1249	67036	2614425
1250	67112	2615227
1251	67149	2614550
1252	67194	2614159
1253	67253	2614323
1254	67313	2614487
1255	67384	2615137
1256	67437	2615047
1257	67495	2615152
1258	67556	2615385
1259	67632	2616214
1260	67658	2615057
1261	67717	2615226
1262	67783	2615651
1263	67848	2616035
1264	67905	2616100
1265	67959	2616060
1266	68074	2618360
1267	68131	2618425
1268	68196	2618830
1269	68257	2619052
1270	68326	2619585
1271	68330	2617624
1272	68343	2615991
1273	68395	2615881
1274	68459	2616238
1275	68527	2616708
1276	68541	2615164
1277	68595	2615108
1278	68652	2615165
1279	68710	2615300
1280	68772	2615562
1281	68774	2613543
1282	68841	2613987
1283	68899	2614120
1284	68953	2614059
1285	69029	2614855
1286	69032	2612900
1287	69111	2613788
1288	69114	2611801
1289	69178	2612153
1290	69239	2612395
1291	69304	2612745
1292	69307	2610808
1293	69314	2609005
1294	69366	2608889
1295	69429	2609194
1296	69432	2607228
1297	69461	2606244
1298	69523	2606528
1299	69578	2606506
1300	69633	2606527
1301	69646	2604957
1302	69709	2605262
1303	69778	2605772
1304	69830	2605676
1305	69834	2603759
1306	69846	2602164
1307	69935	2603451
1308	70021	2604608
1309	70073	2604478
1310	70131	2604583
1311	70183	2604476
1312	70259	2605263
1313	70318	2605413
1314	70383	2605778
1315	70452	2606304
1316	70522	2606856
1317	70542	2605574
1318	70606	2605916
1319	70664	2606032
1320	70739	2606745
1321	70803	2607073
1322	70852	2606867
1323	70907	2606877
1324	71005	2608442
1325	71070	2608808
1326	71126	2608833
1327	71179	2608778
1328	71183	2606893
1329	71246	2607189
1330	71295	2606965
1331	71358	2607278
1332	71412	2607235
1333	71474	2607472
1334	71530	2607529
1335	71583	2607437
1336	71637	2607399
1337	71699	2607653
1338	71767	2608139
1339	71847	2609014
1340	71855	2607310
1341	71912	2607398
1342	71974	2607628
1343	72001	2606627
1344	72052	2606485
1345	72106	2606454
1346	72122	2605017
1347	72173	2604894
1348	72223	2604708
1349	72287	2605037
1350	72344	2605087
1351	72402	2605202
1352	72453	2605074
1353	72534	2606007
1354	72607	2606623
1355	72635	2605652
1356	72689	2605616
1357	72751	2605869
1358	72798	2605586
1359	72861	2605884
1360	72917	2605894
1361	72923	2604157
1362	72938	2602731
1363	72992	2602670
1364	73045	2602612
1365	73048	2600754
1366	73106	2600870
1367	73155	2600665
1368	73223	2601128
1369	73280	2601184
1370	73344	2601522
1371	73400	2601537
1372	73454	2601501
1373	73515	2601704
1374	73588	2602347
1375	73649	2602572
1376	73718	2603049
1377	73781	2603346
1378	73839	2603457
1379	73894	2603458
1380	73944	2603250
1381	73999	2603245
1382	74060	2603481
1383	74110	2603299
1384	74134	2602200
1385	74185	2602064
1386	74244	2602187
1387	74304	2602380
1388	74361	2602452
1389	74428	2602841
1390	74431	2601021
1391	74508	2601804
1392	74567	2601944
1393	74635	2602376
1394	74688	2602306
1395	74716	2601376
1396	74781	2601719
1397	74834	2601666
1398	74891	2601713
1399	74941	2601542
1400	74996	2601539
1401	75067	2602093
1402	75071	2600333
1403	75118	2600055
1404	75170	2599930
1405	75232	2600178
1406	75281	2599950
1407	75332	2599818
1408	75390	2599925
1409	75452	2600175
1410	75511	2600315
1411	75570	2600433
1412	75637	2600845
1413	75693	2600892
1414	75747	2600833
1415	75804	2600918
1416	75859	2600891
1417	75921	2601155
1418	75923	2599336
1419	75982	2599451
1420	76031	2599241
1421	76100	2599713
1422	76159	2599871
1423	76177	2598592
1424	76194	2597284
1425	76255	2597507
1426	76316	2597708
1427	76376	2597869
1428	76430	2597840
1429	76476	2597540
1430	76554	2598310
1431	76613	2598453
1432	76670	2598495
1433	76723	2598431
1434	76778	2598441
1435	76833	2598436
1436	76882	2598222
1437	76929	2597958
1438	76941	2596494
1439	77032	2597691
1440	77101	2598181
1441	77157	2598217
1442	77213	2598225
1443	77281	2598671
1444	77337	2598711
1445	77382	2598353
1446	77407	2597347
1447	77454	2597094
1448	77512	2597165
1449	77573	2597374
1450	77629	2597398
1451	77680	2597260
1452	77735	2597278
1453	77793	2597362
1454	77845	2597254
1455	77900	2597259
1456	77962	2597481
1457	78012	2597304
1458	78060	2597076
1459	78108	2596825
1460	78162	2596808
1461	78212	2596621
1462	78260	2596412
1463	78311	2596273
1464	78365	2596214
1465	78370	2594567
1466	78420	2594397
1467	78469	2594207
1468	78526	2594275
1469	78595	2594720
1470	78659	2595026
1471	78663	2593332
1472	78718	2593324
1473	78731	2591951
1474	78792	2592123
1475	78844	2592036
1476	78896	2591926
1477	78944	2591698
1478	78994	2591543
1479	79051	2591613
1480	79096	2591285
1481	79098	2589556
1482	79151	2589470
1483	79218	2589856
1484	79276	2589969
1485	79323	2589701
1486	79369	2589397
1487	79418	2589224
1488	79471	2589158
1489	79516	2588830
1490	79520	2587166
1491	79569	2586975
1492	79617	2586734
1493	79670	2586676
1494	79727	2586733
1495	79779	2586650
1496	79805	2585700
1497	79833	2584820
1498	79904	2585344
