iter	Passed	Remaining
1499	79980	2586037
1500	80030	2585880
1501	80033	2584185
1502	80086	2584119
1503	80136	2583968
1504	80194	2584068
1505	80245	2583955
1506	80295	2583787
1507	80343	2583576
1508	80396	2583518
1509	80448	2583394
1510	80494	2583129
1511	80548	2583091
1512	80602	2583052
1513	80654	2582970
1514	80705	2582836
1515	80750	2582510
1516	80839	2583603
1517	80896	2583666
1518	80954	2583777
1519	81002	2583549
1520	81058	2583581
1521	81114	2583618
1522	81156	2583217
1523	81206	2583052
1524	81257	2582908
1525	81308	2582788
1526	81358	2582641
1527	81409	2582525
1528	81459	2582368
1529	81521	2582565
1530	81569	2582364
1531	81620	2582228
1532	81690	2582716
1533	81769	2583453
1534	81825	2583502
1535	81874	2583296
1536	81925	2583194
1537	81983	2583293
1538	82038	2583266
1539	82097	2583394
1540	82152	2583411
1541	82165	2582075
1542	82212	2581842
1543	82262	2581681
1544	82268	2580152
1545	82320	2580055
1546	82376	2580082
1547	82433	2580139
1548	82489	2580173
1549	82549	2580328
1550	82557	2578867
1551	82619	2579095
1552	82671	2578987
1553	82720	2578800
1554	82776	2578840
1555	82827	2578729
1556	82873	2578442
1557	82921	2578245
1558	82970	2578037
1559	83028	2578153
1560	83074	2577852
1561	83121	2577613
1562	83167	2577346
1563	83214	2577100
1564	83310	2578380
1565	83362	2578276
1566	83416	2578250
1567	83469	2578190
1568	83536	2578552
1569	83588	2578470
1570	83637	2578279
1571	83687	2578129
1572	83735	2577916
1573	83790	2577917
1574	83834	2577572
1575	83883	2577393
1576	83934	2577265
1577	83982	2577060
1578	84031	2576875
1579	84082	2576758
1580	84133	2576643
1581	84181	2576421
1582	84275	2577627
1583	84284	2576222
1584	84310	2575317
1585	84365	2575341
1586	84370	2573799
1587	84425	2573795
1588	84440	2572601
1589	84466	2571727
1590	84520	2571700
1591	84568	2571464
1592	84593	2570560
1593	84600	2569107
1594	84626	2568248
1595	84682	2568265
1596	84733	2568169
1597	84783	2568021
1598	84836	2567960
1599	84896	2568106
1600	84943	2567873
1601	85015	2568388
1602	85071	2568425
1603	85132	2568625
1604	85181	2568448
1605	85229	2568246
1606	85274	2567947
1607	85333	2568083
1608	85381	2567880
1609	85427	2567605
1610	85477	2567453
1611	85566	2568484
1612	85620	2568464
1613	85668	2568241
1614	85716	2568059
1615	85730	2566819
1616	85782	2566747
1617	85797	2565546
1618	85849	2565451
1619	85894	2565155
1620	85948	2565141
1621	86009	2565335
1622	86068	2565457
1623	86124	2565478
1624	86137	2564257
1625	86193	2564293
1626	86249	2564312
1627	86313	2564585
1628	86358	2564306
1629	86409	2564177
1630	86468	2564323
1631	86548	2565051
1632	86602	2565030
1633	86658	2565066
1634	86709	2564960
1635	86767	2565054
1636	86815	2564844
1637	86865	2564705
1638	86915	2564563
1639	86965	2564419
1640	87015	2564266
1641	87066	2564152
1642	87118	2564082
1643	87173	2564092
1644	87224	2563983
1645	87272	2563774
1646	87284	2562512
1647	87332	2562312
1648	87394	2562536
1649	87481	2563483
1650	87540	2563584
1651	87595	2563590
1652	87652	2563655
1653	87679	2562847
1654	87731	2562774
1655	87781	2562619
1656	87832	2562504
1657	87884	2562445
1658	87911	2561614
1659	87961	2561475
1660	88011	2561345
1661	88061	2561209
1662	88121	2561349
1663	88125	2559876
1664	88174	2559694
1665	88198	2558819
1666	88260	2559029
1667	88321	2559208
1668	88381	2559354
1669	88428	2559123
1670	88451	2558212
1671	88503	2558131
1672	88554	2558033
1673	88608	2557992
1674	88658	2557864
1675	88703	2557579
1676	88755	2557509
1677	88811	2557537
1678	88863	2557452
1679	88913	2557313
1680	88961	2557130
1681	89005	2556819
1682	89032	2556027
1683	89089	2556072
1684	89132	2555749
1685	89174	2555371
1686	89220	2555121
1687	89287	2555495
1688	89358	2555941
1689	89366	2554608
1690	89416	2554488
1691	89465	2554326
1692	89515	2554175
1693	89566	2554079
1694	89620	2554052
1695	89666	2553806
1696	89718	2553735
1697	89773	2553740
1698	89782	2552424
1699	89829	2552218
1700	89879	2552092
1701	89926	2551875
1702	89987	2552046
1703	90025	2551567
1704	90029	2550134
1705	90079	2550001
1706	90127	2549820
1707	90192	2550099
1708	90255	2550333
1709	90307	2550261
1710	90348	2549880
1711	90394	2549644
1712	90407	2548455
1713	90431	2547593
1714	90484	2547538
1715	90505	2546601
1716	90509	2545191
1717	90556	2544965
1718	90601	2544705
1719	90670	2545096
1720	90751	2545854
1721	90764	2544682
1722	90815	2544560
1723	90869	2544563
1724	90917	2544384
1725	90972	2544394
1726	91020	2544208
1727	91067	2543990
1728	91115	2543796
1729	91162	2543580
1730	91259	2544762
1731	91286	2544010
1732	91339	2543953
1733	91383	2543678
1734	91434	2543575
1735	91461	2542787
1736	91471	2541566
1737	91524	2541521
1738	91526	2540050
1739	91577	2539970
1740	91623	2539732
1741	91673	2539585
1742	91731	2539691
1743	91783	2539614
1744	91833	2539494
1745	91881	2539319
1746	91932	2539224
1747	91981	2539054
1748	92028	2538855
1749	92077	2538710
1750	92168	2539709
1751	92217	2539564
1752	92273	2539611
1753	92322	2539459
1754	92367	2539181
1755	92419	2539118
1756	92470	2539018
1757	92518	2538850
1758	92567	2538694
1759	92618	2538592
1760	92671	2538548
1761	92719	2538370
1762	92767	2538187
1763	92812	2537926
1764	92815	2536529
1765	92902	2537412
1766	92953	2537312
1767	93000	2537109
1768	93062	2537316
1769	93120	2537400
1770	93174	2537382
1771	93221	2537187
1772	93319	2538353
1773	93372	2538331
1774	93425	2538284
1775	93474	2538137
1776	93529	2538141
1777	93581	2538058
1778	93632	2537979
1779	93657	2537173
1780	93703	2536950
1781	93757	2536933
1782	93804	2536732
1783	93852	2536543
1784	93900	2536365
1785	93914	2535258
1786	93972	2535352
1787	94021	2535218
1788	94068	2535000
1789	94090	2534138
1790	94185	2535231
1791	94237	2535153
1792	94294	2535212
1793	94345	2535134
1794	94403	2535224
1795	94415	2534080
1796	94468	2534046
1797	94518	2533907
1798	94520	2532496
1799	94571	2532415
1800	94629	2532504
1801	94679	2532396
1802	94729	2532270
1803	94779	2532139
1804	94837	2532236
1805	94883	2532020
1806	94931	2531842
1807	94933	2530446
1808	94981	2530271
1809	94994	2529160
1810	95086	2530158
1811	95089	2528793
1812	95146	2528853
1813	95201	2528878
1814	95226	2528094
1815	95278	2528025
1816	95335	2528102
1817	95383	2527937
1818	95430	2527739
1819	95484	2527716
1820	95541	2527771
1821	95588	2527583
1822	95632	2527311
1823	95690	2527415
1824	95772	2528130
1825	95823	2528027
1826	95866	2527729
1827	95915	2527597
1828	95919	2526255
1829	95969	2526158
1830	96005	2525649
1831	96055	2525533
1832	96101	2525317
1833	96146	2525075
1834	96197	2524977
1835	96255	2525092
1836	96305	2524964
1837	96355	2524851
1838	96406	2524762
1839	96419	2523685
1840	96432	2522585
1841	96489	2522666
1842	96537	2522502
1843	96586	2522344
1844	96592	2521081
1845	96684	2522083
1846	96735	2521984
1847	96788	2521935
1848	96837	2521800
1849	96841	2520495
1850	96898	2520555
1851	96950	2520491
1852	96997	2520306
1853	97042	2520058
1854	97088	2519859
1855	97135	2519651
1856	97191	2519707
1857	97241	2519595
1858	97286	2519342
1859	97335	2519217
1860	97386	2519116
1861	97434	2518955
1862	97511	2519543
1863	97572	2519724
1864	97630	2519817
1865	97692	2519998
1866	97744	2519934
1867	97757	2518865
1868	97805	2518724
1869	97851	2518499
1870	97902	2518409
1871	97958	2518452
1872	97965	2517241
1873	98017	2517185
1874	98069	2517107
1875	98125	2517147
1876	98172	2516978
1877	98179	2515756
1878	98223	2515502
1879	98305	2516198
1880	98384	2516836
1881	98386	2515503
1882	98441	2515513
1883	98494	2515480
1884	98547	2515446
1885	98598	2515372
1886	98653	2515385
1887	98679	2514661
1888	98724	2514415
1889	98731	2513204
1890	98782	2513129
1891	98835	2513098
1892	98895	2513243
1893	98946	2513167
1894	98996	2513035
1895	99064	2513391
1896	99137	2513874
1897	99183	2513668
1898	99208	2512926
1899	99255	2512719
1900	99282	2512041
1901	99341	2512155
1902	99392	2512075
1903	99435	2511779
1904	99530	2512806
1905	99582	2512754
1906	99630	2512604
1907	99681	2512521
1908	99731	2512401
1909	99792	2512572
1910	99842	2512459
1911	99890	2512296
1912	99911	2511479
1913	99959	2511313
1914	100013	2511313
1915	100065	2511249
1916	100119	2511231
1917	100170	2511166
1918	100225	2511176
1919	100227	2509875
1920	100271	2509604
1921	100322	2509522
1922	100366	2509254
1923	100455	2510135
1924	100509	2510131
1925	100561	2510061
1926	100611	2509965
1927	100661	2509846
1928	100720	2509963
1929	100722	2508663
1930	100769	2508482
1931	100814	2508255
1932	100865	2508180
1933	100914	2508045
1934	100971	2508107
1935	100978	2506926
1936	101026	2506784
1937	101033	2505599
1938	101082	2505469
1939	101136	2505468
1940	101142	2504273
1941	101222	2504920
1942	101271	2504790
1943	101321	2504694
1944	101366	2504457
1945	101379	2503447
1946	101438	2503551
1947	101485	2503388
1948	101537	2503330
1949	101583	2503127
1950	101608	2502412
1951	101664	2502439
1952	101713	2502315
1953	101764	2502245
1954	101813	2502106
1955	101871	2502214
1956	101938	2502519
1957	101998	2502660
1958	102049	2502573
1959	102111	2502763
1960	102159	2502621
1961	102208	2502485
1962	102210	2501203
1963	102255	2500982
1964	102307	2500947
1965	102357	2500830
1966	102381	2500085
1967	102387	2498924
1968	102436	2498798
1969	102512	2499324
1970	102587	2499833
1971	102591	2498605
1972	102637	2498407
1973	102695	2498507
1974	102750	2498526
1975	102770	2497695
1976	102818	2497553
1977	102820	2496290
1978	102868	2496137
1979	102915	2495963
1980	102962	2495787
1981	103020	2495878
1982	103068	2495745
1983	103116	2495574
1984	103141	2494892
1985	103192	2494797
1986	103273	2495448
1987	103335	2495656
1988	103391	2495684
1989	103395	2494473
1990	103447	2494423
1991	103497	2494320
1992	103547	2494232
1993	103593	2494046
1994	103665	2494463
1995	103721	2494519
1996	103777	2494549
1997	103832	2494581
1998	103846	2493618
1999	103903	2493693
2000	103951	2493535
2001	104000	2493423
2002	104050	2493316
2003	104153	2494496
2004	104177	2493767
2005	104232	2493792
2006	104281	2493662
2007	104334	2493633
2008	104358	2492924
2009	104404	2492727
2010	104453	2492604
2011	104537	2493309
2012	104596	2493435
2013	104647	2493363
2014	104700	2493316
2015	104751	2493240
2016	104808	2493310
2017	104858	2493230
2018	104862	2492030
2019	104865	2490824
2020	104878	2489831
2021	104929	2489762
2022	104980	2489697
2023	105036	2489746
2024	105086	2489652
2025	105090	2488458
2026	105102	2487461
2027	105149	2487296
2028	105162	2486326
2029	105213	2486245
2030	105267	2486250
2031	105317	2486156
2032	105367	2486068
2033	105426	2486183
2034	105504	2486737
2035	105560	2486785
2036	105567	2485682
2037	105619	2485638
2038	105627	2484549
2039	105680	2484534
2040	105735	2484543
2041	105737	2483319
2042	105790	2483316
2043	105840	2483221
2044	105888	2483077
2045	105941	2483058
2046	106008	2483353
2047	106063	2483387
2048	106122	2483493
2049	106148	2482849
2050	106206	2482926
2051	106263	2482991
2052	106313	2482906
2053	106365	2482855
2054	106422	2482926
2055	106467	2482716
2056	106515	2482593
2057	106540	2481896
2058	106547	2480821
2059	106560	2479860
2060	106609	2479752
2061	106691	2480384
2062	106751	2480528
2063	106805	2480542
2064	106858	2480518
2065	106873	2479608
2066	106918	2479409
2067	106964	2479226
2068	107014	2479131
2069	107027	2478171
2070	107120	2479081
2071	107173	2479060
2072	107224	2478988
2073	107286	2479167
2074	107334	2479043
2075	107384	2478953
2076	107430	2478754
2077	107490	2478898
2078	107541	2478831
2079	107587	2478657
2080	107612	2477988
2081	107660	2477851
2082	107714	2477848
2083	107769	2477862
2084	107818	2477761
2085	107865	2477589
2086	107954	2478401
2087	108013	2478518
2088	108058	2478309
2089	108060	2477127
2090	108117	2477186
2091	108142	2476527
2092	108205	2476732
2093	108258	2476701
2094	108306	2476579
2095	108310	2475424
2096	108358	2475292
2097	108409	2475239
2098	108441	2474721
2099	108489	2474586
2100	108538	2474473
2101	108583	2474286
2102	108672	2475076
2103	108734	2475264
2104	108788	2475265
2105	108834	2475090
2106	108886	2475044
2107	108890	2473901
2108	108949	2474006
2109	108998	2473894
2110	109046	2473767
2111	109095	2473657
2112	109145	2473565
2113	109171	2472930
2114	109219	2472795
2115	109268	2472685
2116	109321	2472674
2117	109373	2472636
2118	109385	2471676
2119	109432	2471522
2120	109479	2471363
2121	109547	2471677
2122	109573	2471057
2123	109635	2471229
2124	109679	2471006
2125	109691	2470074
2126	109739	2469930
2127	109798	2470054
2128	109847	2469933
2129	109850	2468801
2130	109895	2468603
2131	109946	2468539
2132	109999	2468517
2133	110070	2468893
2134	110129	2469009
2135	110136	2467974
2136	110190	2467972
2137	110217	2467357
2138	110273	2467413
2139	110278	2466326
2140	110357	2466894
2141	110388	2466363
2142	110443	2466391
2143	110497	2466394
2144	110523	2465786
2145	110535	2464850
2146	110585	2464760
2147	110633	2464637
2148	110677	2464425
2149	110728	2464342
2150	110786	2464453
2151	110793	2463406
2152	110799	2462352
2153	110846	2462188
2154	110893	2462034
2155	110980	2462788
2156	111037	2462859
2157	111093	2462895
2158	111152	2463005
2159	111159	2461978
2160	111162	2460852
2161	111163	2459679
2162	111218	2459705
2163	111270	2459674
2164	111320	2459584
2165	111368	2459467
2166	111394	2458845
2167	111450	2458908
2168	111458	2457901
2169	111508	2457817
2170	111520	2456895
2171	111544	2456240
2172	111551	2455207
2173	111593	2454960
2174	111641	2454829
2175	111643	2453685
2176	111716	2454117
2177	111776	2454255
2178	111829	2454238
2179	111879	2454161
2180	111940	2454332
2181	111944	2453232
2182	111993	2453139
2183	112042	2453027
2184	112089	2452896
2185	112183	2453767
2186	112185	2452631
2187	112213	2452086
2188	112264	2452022
2189	112272	2451028
2190	112320	2450911
2191	112382	2451088
2192	112437	2451123
2193	112487	2451035
2194	112540	2451032
2195	112600	2451173
2196	112652	2451118
2197	112664	2450223
2198	112711	2450086
2199	112762	2450021
2200	112775	2449150
2201	112831	2449201
2202	112883	2449166
2203	112934	2449102
2204	113015	2449688
2205	113038	2449031
2206	113096	2449135
2207	113143	2448982
2208	113194	2448920
2209	113250	2448967
2210	113298	2448850
2211	113347	2448763
2212	113359	2447863
2213	113409	2447786
2214	113470	2447942
2215	113522	2447902
2216	113572	2447824
2217	113622	2447747
2218	113680	2447853
2219	113692	2446949
2220	113741	2446841
2221	113791	2446773
2222	113880	2447527
2223	113939	2447648
2224	113946	2446641
2225	113995	2446541
2226	114040	2446370
2227	114099	2446492
2228	114148	2446392
2229	114193	2446208
2230	114248	2446233
2231	114334	2446930
2232	114385	2446875
2233	114389	2445802
2234	114395	2444793
2235	114408	2443917
2236	114462	2443934
2237	114513	2443866
2238	114571	2443966
2239	114585	2443131
2240	114632	2442996
2241	114645	2442130
2242	114691	2441956
2243	114744	2441953
2244	114804	2442078
2245	114854	2442012
2246	114900	2441857
2247	114968	2442153
2248	115044	2442638
2249	115090	2442482
2250	115147	2442555
2251	115197	2442476
2252	115253	2442525
2253	115302	2442434
2254	115350	2442308
2255	115399	2442212
2256	115452	2442193
2257	115503	2442147
2258	115529	2441570
2259	115578	2441468
2260	115623	2441293
2261	115670	2441141
2262	115694	2440532
2263	115752	2440624
2264	115807	2440639
2265	115874	2440925
2266	115936	2441099
2267	115950	2440284
2268	116002	2440247
2269	116052	2440178
2270	116104	2440128
2271	116118	2439297
2272	116167	2439201
2273	116219	2439168
2274	116271	2439150
2275	116318	2439003
2276	116368	2438938
2277	116372	2437895
2278	116430	2437982
2279	116479	2437892
2280	116528	2437794
2281	116578	2437733
2282	116633	2437750
2283	116689	2437811
2284	116763	2438226
2285	116780	2437467
2286	116834	2437477
2287	116886	2437459
2288	116888	2436381
2289	116936	2436258
2290	116949	2435426
2291	116997	2435311
2292	117044	2435164
2293	117056	2434298
2294	117105	2434214
2295	117162	2434283
2296	117169	2433313
2297	117220	2433270
2298	117227	2432301
2299	117252	2431706
2300	117302	2431635
2301	117361	2431753
2302	117411	2431685
2303	117458	2431560
2304	117512	2431562
2305	117517	2430565
2306	117595	2431065
2307	117657	2431244
2308	117715	2431344
2309	117767	2431315
2310	117821	2431322
2311	117874	2431319
2312	117922	2431210
2313	117929	2430243
2314	117977	2430133
2315	118040	2430337
2316	118090	2430266
2317	118134	2430068
2318	118137	2429018
2319	118185	2428906
2320	118213	2428391
2321	118268	2428418
2322	118329	2428582
2323	118388	2428691
2324	118439	2428646
2325	118492	2428631
2326	118543	2428592
2327	118586	2428381
2328	118637	2428316
2329	118686	2428236
2330	118742	2428287
2331	118792	2428216
2332	118840	2428107
2333	118889	2428008
2334	118940	2427961
2335	118996	2428012
2336	119048	2427993
2337	119112	2428195
2338	119171	2428320
2339	119181	2427430
2340	119242	2427582
2341	119296	2427595
2342	119347	2427546
2343	119397	2427477
2344	119455	2427562
2345	119504	2427474
2346	119550	2427337
2347	119600	2427257
2348	119654	2427260
2349	119704	2427196
2350	119756	2427160
2351	119806	2427103
2352	119864	2427182
2353	119895	2426738
2354	119970	2427173
2355	120027	2427240
2356	120079	2427221
2357	120133	2427219
2358	120181	2427108
2359	120228	2426981
2360	120275	2426858
2361	120362	2427532
2362	120380	2426815
2363	120393	2426003
2364	120395	2424960
2365	120401	2424015
2366	120455	2424011
2367	120469	2423219
2368	120518	2423133
2369	120575	2423206
2370	120627	2423180
2371	120677	2423120
2372	120732	2423154
2373	120786	2423152
2374	120813	2422621
2375	120861	2422511
2376	120908	2422388
2377	120970	2422555
2378	121045	2422986
2379	121093	2422885
2380	121121	2422386
2381	121172	2422330
2382	121227	2422360
2383	121275	2422261
2384	121327	2422221
2385	121375	2422109
2386	121404	2421637
2387	121463	2421735
2388	121512	2421650
2389	121557	2421479
2390	121609	2421453
2391	121668	2421569
2392	121728	2421699
2393	121787	2421816
2394	121840	2421802
2395	121899	2421923
2396	121948	2421832
2397	122001	2421825
2398	122053	2421779
2399	122112	2421892
2400	122115	2420905
2401	122122	2419981
2402	122181	2420098
2403	122247	2420334
2404	122302	2420367
2405	122361	2420473
2406	122408	2420351
2407	122456	2420237
2408	122511	2420278
2409	122586	2420693
2410	122640	2420707
2411	122652	2419900
2412	122703	2419847
2413	122752	2419768
2414	122810	2419856
2415	122864	2419853
2416	122911	2419743
2417	122966	2419756
2418	123013	2419644
2419	123061	2419540
2420	123089	2419035
2421	123140	2418993
2422	123191	2418941
2423	123249	2419032
2424	123300	2418974
2425	123345	2418816
2426	123396	2418766
2427	123448	2418735
2428	123502	2418749
2429	123509	2417834
2430	123563	2417854
2431	123565	2416844
2432	123610	2416675
2433	123680	2417003
2434	123762	2417568
2435	123809	2417440
2436	123861	2417399
2437	123914	2417405
2438	123963	2417308
2439	124014	2417257
2440	124036	2416650
2441	124082	2416506
2442	124137	2416531
2443	124191	2416553
2444	124242	2416500
2445	124290	2416403
2446	124312	2415782
2447	124349	2415469
2448	124426	2415919
2449	124472	2415789
2450	124528	2415834
2451	124582	2415848
2452	124642	2415976
2453	124692	2415907
2454	124739	2415782
2455	124793	2415783
2456	124844	2415739
2457	124895	2415687
2458	124967	2416064
2459	125027	2416189
2460	125074	2416064
2461	125136	2416227
2462	125184	2416117
2463	125234	2416054
2464	125283	2415967
2465	125346	2416146
2466	125393	2416017
2467	125441	2415926
2468	125499	2415999
2469	125579	2416521
2470	125631	2416494
2471	125686	2416522
2472	125738	2416495
2473	125790	2416456
2474	125840	2416392
2475	125890	2416315
2476	125914	2415767
2477	125977	2415936
2478	126055	2416417
2479	126129	2416809
2480	126184	2416840
2481	126248	2417034
2482	126304	2417081
2483	126362	2417163
2484	126383	2416545
2485	126395	2415750
2486	126473	2416219
2487	126526	2416200
2488	126575	2416120
2489	126626	2416079
2490	126676	2415999
2491	126731	2416031
2492	126781	2415960
2493	126832	2415925
2494	126883	2415878
2495	126933	2415798
2496	126981	2415705
2497	127032	2415645
2498	127082	2415576
2499	127087	2414665
2500	127179	2415391
2501	127232	2415377
2502	127284	2415345
2503	127309	2414812
2504	127358	2414723
2505	127415	2414783
2506	127428	2414028
2507	127480	2413995
2508	127528	2413898
2509	127578	2413830
2510	127636	2413919
2511	127689	2413896
2512	127736	2413777
2513	127799	2413958
2514	127885	2414578
2515	127942	2414630
2516	127993	2414581
2517	127994	2413605
2518	127997	2412647
2519	128056	2412745
2520	128105	2412662
