iter	R2	MAPE
879	0.9825557186	0.02261780745
880	0.9825813984	0.02258887079
881	0.9826194785	0.02257125163
882	0.9826272369	0.02256258127
883	0.9827254216	0.02251393485
884	0.9827408777	0.02250582718
885	0.9828057466	0.02246416157
886	0.9828489309	0.02243509879
887	0.9829342093	0.02239431564
888	0.9829558296	0.02237496694
889	0.982989785	0.02233937085
890	0.9830474307	0.02229550287
891	0.9830920329	0.02225353971
892	0.9831112285	0.02222756529
893	0.9831577257	0.02220459768
894	0.983161024	0.02219392052
895	0.9831973173	0.02216821838
896	0.9832128432	0.02215420288
897	0.9832284188	0.02214056452
898	0.983236349	0.02212755609
899	0.9832721333	0.02209971672
900	0.9832756133	0.02209257103
901	0.9832856727	0.02208300122
902	0.9833327616	0.02204111299
903	0.9834028854	0.02200053104
904	0.9834209332	0.02197861903
905	0.9834302403	0.02197064406
906	0.9835412064	0.02189700689
907	0.9835438786	0.02189400749
908	0.9835727419	0.02186523905
909	0.983602479	0.0218263653
910	0.9836391197	0.02180865833
911	0.9836987599	0.02177106734
912	0.9837512812	0.0217437742
913	0.9837594486	0.02172999708
914	0.9837935124	0.02169963903
915	0.9838044617	0.02169067372
916	0.9838695474	0.02165485282
917	0.9839026799	0.02162681524
918	0.9839060331	0.02162135268
919	0.9839329031	0.02160550586
920	0.9839886053	0.02156069823
921	0.9840095948	0.02153638041
922	0.9840568141	0.02151236452
923	0.9841355099	0.02147219093
924	0.9841455678	0.02145641564
925	0.9841826023	0.02142602163
926	0.9842292609	0.02139814642
927	0.9842301733	0.02139654157
928	0.9842847611	0.02136167321
929	0.9843176389	0.02133522849
930	0.9843430145	0.02131106294
931	0.984405346	0.02127933833
932	0.9844220789	0.02126514329
933	0.9844419356	0.02124986381
934	0.9844935944	0.021219597
935	0.9845369313	0.02118839572
936	0.9846212885	0.02113331763
937	0.9846451527	0.02110215667
938	0.9846678871	0.0210837909
939	0.9846692161	0.02108114045
940	0.9846866875	0.0210655058
941	0.9847152405	0.0210391708
942	0.9847341597	0.02102362754
943	0.9847391694	0.02101274305
944	0.9847831916	0.02095692034
945	0.9848082474	0.02093202035
946	0.9848156853	0.02092518039
947	0.9849043263	0.02086751738
948	0.9849655044	0.02082441526
949	0.9849886327	0.02080445939
950	0.9850064953	0.02078399856
951	0.9850579032	0.02073857718
952	0.9850886326	0.02071993403
953	0.9851376586	0.02069245643
954	0.9851891605	0.02066508329
955	0.9851913835	0.02066035732
956	0.9852298458	0.02063993944
957	0.9852377333	0.02062947223
958	0.9852693031	0.02061528089
959	0.9852762019	0.02060270804
960	0.9853063714	0.02058772361
961	0.9853180858	0.02058105647
962	0.9853964835	0.02051598615
963	0.9854511202	0.0204720175
964	0.9854552532	0.02046493179
965	0.9854737869	0.02044724337
966	0.9854751765	0.02044166026
967	0.9855237387	0.02038981217
968	0.9855796717	0.02034279617
969	0.9856074728	0.0203117499
970	0.9856256335	0.02029414888
971	0.9857105286	0.02021528433
972	0.9857531555	0.02017415231
973	0.9858046038	0.02012440861
974	0.9858177861	0.02010739469
975	0.9858186163	0.02010334429
976	0.9858294572	0.02009160146
977	0.985844256	0.02007734175
978	0.9858448652	0.02007601038
979	0.9858508882	0.02006871823
980	0.9858510048	0.02006849463
981	0.9858998931	0.02003088749
982	0.9859428706	0.01999810391
983	0.9859536754	0.01998533407
984	0.9859880254	0.01994889669
985	0.9860069146	0.01993036061
986	0.9860326	0.01990394349
987	0.9860538567	0.01989051796
988	0.9860599621	0.01987500868
989	0.9860680204	0.01986696665
990	0.9861213651	0.01983922602
991	0.9861368682	0.01982363346
992	0.9861470111	0.01981012881
993	0.9861777406	0.0197758656
994	0.9861859026	0.01976046308
995	0.9862118559	0.01973288794
996	0.9862322984	0.01971347825
997	0.9862470176	0.0196945841
998	0.9862941301	0.0196611909
999	0.986316771	0.01963044784
1000	0.9863392076	0.01960554612
1001	0.9863763585	0.01957330628
1002	0.9864054646	0.01953376872
1003	0.9864138215	0.01952229473
1004	0.9864326084	0.01951290681
1005	0.9864860251	0.01948210497
1006	0.9864894278	0.01946884066
1007	0.9865197822	0.01944469806
1008	0.9865409115	0.01941814812
1009	0.9865608936	0.01939903877
1010	0.9865723192	0.01939036378
1011	0.9865768669	0.01938258869
1012	0.9865963542	0.01935851935
1013	0.986606027	0.01935083552
1014	0.986618054	0.01933446181
1015	0.9866378218	0.01932213664
1016	0.9866545932	0.01930278945
1017	0.9866898327	0.01928527567
1018	0.9866946212	0.01927711243
1019	0.9866950167	0.01927561228
1020	0.9866990954	0.01927196895
1021	0.98673354	0.01922726436
1022	0.9867529828	0.01921116254
1023	0.9867655137	0.01920076751
1024	0.9867793457	0.01917907562
1025	0.9868097639	0.01915858781
1026	0.9868435815	0.01913789872
1027	0.9868740891	0.01911418559
1028	0.9869120556	0.01908731491
1029	0.9869215506	0.01907761584
1030	0.98696599	0.01903762548
1031	0.9869706244	0.01901880864
1032	0.9870021287	0.0189976496
1033	0.9870276988	0.01897240804
1034	0.9870542435	0.01895388602
1035	0.9870840037	0.01893938326
1036	0.987086581	0.01893369117
1037	0.9870922923	0.01892643205
1038	0.9871113853	0.01890345543
1039	0.9871425972	0.01887572056
1040	0.9871981825	0.01883141287
1041	0.9872046393	0.01881831416
1042	0.9872111315	0.01881208191
1043	0.9872407032	0.01878651675
1044	0.9872483019	0.01877739044
1045	0.9873066203	0.01873249273
1046	0.9873449755	0.01869088474
1047	0.9873569202	0.01867723657
1048	0.9874045165	0.0186492817
1049	0.9874219219	0.01863473988
1050	0.9874477966	0.01861032985
1051	0.987492803	0.01859015975
1052	0.9874972367	0.01858208498
1053	0.9875306546	0.01855421573
1054	0.9875644406	0.01853632407
1055	0.9876064297	0.01851094523
1056	0.9876448065	0.01848136573
1057	0.9876481128	0.01847586319
1058	0.987684326	0.01844740308
1059	0.987712738	0.01842554436
1060	0.9877284207	0.01841093054
1061	0.9877685583	0.01838922853
1062	0.987832036	0.01834319148
1063	0.9878331655	0.01834094064
1064	0.9878453757	0.01832798103
1065	0.9878476695	0.01832379378
1066	0.9878803636	0.01829787538
1067	0.9879115512	0.01827776498
1068	0.9879504352	0.01823620189
1069	0.9880047187	0.01819434962
1070	0.988011243	0.01818404763
1071	0.988020101	0.01817780789
1072	0.9880249746	0.01816817307
1073	0.9880250485	0.01816789688
1074	0.9880411792	0.01814914625
1075	0.9880578892	0.01812873638
1076	0.988113498	0.01808791492
1077	0.9881415103	0.01806618066
1078	0.9881746493	0.01803540872
1079	0.9882134209	0.01799474402
1080	0.9882296801	0.0179817867
1081	0.9882493088	0.01796138601
1082	0.9882549231	0.01795550408
1083	0.9882922438	0.01792642527
1084	0.9883398442	0.01787740555
1085	0.9883787007	0.01786184766
1086	0.98840399	0.01783164506
1087	0.9884145494	0.01781931698
1088	0.9884521653	0.01778313961
1089	0.9884863174	0.01775325984
1090	0.9884967891	0.01773719301
1091	0.9885056596	0.01771949295
1092	0.9885250328	0.01769646751
1093	0.9885337939	0.0176858776
1094	0.9885528612	0.01766499715
1095	0.9885739124	0.01764799649
1096	0.9886077513	0.01761081384
1097	0.9886175871	0.01760115822
1098	0.9886527265	0.01756622389
1099	0.9886566432	0.01756077108
1100	0.9886987204	0.01753228036
1101	0.9887132136	0.01751487222
1102	0.988713215	0.01751485077
1103	0.9887231108	0.01750361136
1104	0.9887345768	0.01748949646
1105	0.9887364357	0.01748458377
1106	0.988765325	0.01745682337
1107	0.9887845777	0.01743769636
1108	0.9887906138	0.01742842805
1109	0.988804341	0.01741125961
1110	0.9888062275	0.01740742044
1111	0.9888209694	0.01739606982
1112	0.9888283291	0.0173876457
1113	0.988837531	0.01737086114
1114	0.9888410191	0.01736550317
1115	0.9888441724	0.01735891465
1116	0.9888641444	0.01734339476
1117	0.9888823994	0.01732247249
1118	0.9888958678	0.01730370912
1119	0.9888996962	0.01729896014
1120	0.9889027877	0.01729429319
1121	0.9889080161	0.01728940887
1122	0.9889121997	0.017283173
1123	0.9889165272	0.0172718552
1124	0.9889436613	0.01724997055
1125	0.9889677061	0.01723768595
1126	0.9889946714	0.01721362381
1127	0.9890054361	0.01720426524
1128	0.9890209662	0.01719538008
1129	0.989035825	0.01718528691
1130	0.989056966	0.01715846874
1131	0.9890665901	0.01715179851
1132	0.9890665927	0.01715175762
1133	0.9890850086	0.01713929725
1134	0.9891197692	0.01710513847
1135	0.9891672031	0.01706869848
1136	0.9892125639	0.01702690827
1137	0.9892125894	0.01702678666
1138	0.9892374459	0.01699787941
1139	0.9892384843	0.01699262495
1140	0.989241592	0.01698667994
1141	0.9892617641	0.01696125702
1142	0.9892641645	0.01695737572
1143	0.9892680842	0.0169507542
1144	0.9892703321	0.01694605624
1145	0.9892877641	0.01693615503
1146	0.9892965784	0.01692259263
1147	0.989306742	0.01691191005
1148	0.9893121612	0.01690300825
1149	0.9893126034	0.01690123389
1150	0.9893494564	0.01687127136
1151	0.9893484386	0.01686888537
1152	0.9893749699	0.01684249589
1153	0.9893780994	0.01683746655
1154	0.9893910932	0.0168202832
1155	0.9893991593	0.0168120813
1156	0.9894308869	0.0167987028
1157	0.9894544402	0.01677978019
1158	0.9894575973	0.01677535902
1159	0.9894621594	0.01676267928
1160	0.9894850301	0.01674705016
1161	0.9895133434	0.01672173684
1162	0.9895323018	0.0167091595
1163	0.9895711347	0.01669010652
1164	0.989576187	0.01668205706
1165	0.9895824713	0.01667548664
1166	0.989593195	0.01666197776
1167	0.9896198931	0.01663904445
1168	0.9896212808	0.01663607451
1169	0.9896245168	0.01662991388
1170	0.9896262046	0.01662517801
1171	0.9896385893	0.01661257154
1172	0.9896600262	0.01660134339
1173	0.9896715212	0.01658770084
1174	0.9897031471	0.01656583901
1175	0.9897211483	0.016535347
1176	0.9897393003	0.01651584721
1177	0.989752589	0.01649306105
1178	0.989762347	0.01648145281
1179	0.9897926605	0.01644587
1180	0.9897985366	0.01643482171
1181	0.9898191287	0.01642027872
1182	0.9898277307	0.01641178833
1183	0.9898392312	0.01639194091
1184	0.9898713571	0.01636657574
1185	0.9898748458	0.01636092641
1186	0.9898928508	0.01634413616
1187	0.9899063461	0.01632823885
1188	0.9899186553	0.0163227401
1189	0.9899249488	0.01631362341
1190	0.9899338765	0.01630296447
1191	0.9899737011	0.01628272256
1192	0.9899804672	0.0162726077
1193	0.9899907834	0.01625840701
1194	0.9900380105	0.01623345395
1195	0.9900385927	0.01623097354
1196	0.9900551297	0.01621684346
1197	0.9900570607	0.01621122962
1198	0.9900822436	0.01619632319
1199	0.9900839854	0.01618788669
1200	0.990087598	0.01618242399
1201	0.9901063861	0.0161619781
1202	0.990150678	0.01612813418
1203	0.9901610263	0.01611555754
1204	0.9902008488	0.01609506537
1205	0.9902045129	0.01608902387
1206	0.9902050475	0.01607936964
1207	0.9902087405	0.01607372838
1208	0.990218753	0.01605836312
1209	0.9902206833	0.01605314364
1210	0.9902227304	0.01604852972
1211	0.9902276732	0.01604261846
1212	0.9902301231	0.01603827761
1213	0.9902348098	0.01603160516
1214	0.9902406777	0.01602133128
1215	0.9902648381	0.01599980917
1216	0.9902827691	0.01598450643
1217	0.9902869	0.01598001562
1218	0.9902992522	0.01596070976
1219	0.9903077723	0.01595284282
1220	0.9903221142	0.01594447661
1221	0.9903235065	0.01594214384
1222	0.9903599574	0.01591161007
1223	0.9903755355	0.01589571234
1224	0.9904029667	0.01587070085
1225	0.9904390885	0.01584115142
1226	0.9904519623	0.0158219744
1227	0.9904600575	0.01581029782
1228	0.9904777304	0.01580044035
1229	0.9904989529	0.01577958072
1230	0.9905124292	0.01575938223
1231	0.990524846	0.01575090109
1232	0.9905251148	0.01574927628
1233	0.9905247068	0.01574233245
1234	0.9905273102	0.01573552312
1235	0.990532281	0.01572371469
1236	0.9905343158	0.01571648284
1237	0.9905357068	0.01571383066
1238	0.9905484788	0.01569802492
1239	0.9905612558	0.01569000658
1240	0.9906120564	0.01564447658
1241	0.9906205242	0.01563243077
1242	0.990620554	0.01563236909
1243	0.9906261862	0.01562273819
1244	0.9906432065	0.01560982382
1245	0.9906645982	0.01559151106
1246	0.9906843722	0.01557041673
1247	0.9907174628	0.01553192146
1248	0.9907215599	0.01552434891
1249	0.9907275146	0.0155180297
1250	0.990742137	0.01549953139
1251	0.9907701164	0.0154864813
1252	0.9907765618	0.01548099865
1253	0.9907810449	0.0154749822
1254	0.9907832708	0.0154712503
1255	0.9907872334	0.01546505185
1256	0.9907940128	0.01545545258
1257	0.990804237	0.01544194123
1258	0.9908123809	0.01542912067
1259	0.9908162175	0.01542101274
1260	0.9908179944	0.0154173535
1261	0.9908258121	0.01539446713
1262	0.9908295143	0.0153891641
1263	0.9908801648	0.01534567869
1264	0.9908982598	0.01533092916
1265	0.9909217298	0.01530962067
1266	0.9909233332	0.01530682487
1267	0.9909397594	0.01529652078
1268	0.9909541725	0.01527849564
1269	0.9909776814	0.01526196979
1270	0.9910368728	0.01521321173
1271	0.9910429636	0.01520752991
1272	0.9910543705	0.0151925051
1273	0.9910557625	0.01518851384
1274	0.9910679144	0.01517420965
1275	0.9910882208	0.01515633887
1276	0.9910925582	0.01514407502
1277	0.9910961294	0.01513855373
1278	0.9911163406	0.01512829678
1279	0.9911388854	0.01509897589
1280	0.9911470058	0.01508731143
1281	0.9911471704	0.01508691886
1282	0.9911605341	0.01507688601
1283	0.9911682409	0.01506892839
1284	0.9911756096	0.01505944036
1285	0.9911916476	0.01504001451
1286	0.9911916658	0.01503994707
1287	0.9911919457	0.01503835358
1288	0.9912059222	0.01503034336
1289	0.9912247351	0.01501499474
1290	0.9912686737	0.01497822233
1291	0.9912779967	0.01496542023
1292	0.9912789087	0.01496337087
1293	0.9912878861	0.01495828234
1294	0.9913100174	0.01494565048
1295	0.9913335041	0.01493225157
1296	0.9913373442	0.01492785564
1297	0.9913397423	0.01491860449
1298	0.9913456921	0.01491236407
1299	0.9913474261	0.01490790182
1300	0.9913507293	0.01490084516
1301	0.9913507491	0.01490056718
1302	0.9913539328	0.01489615663
1303	0.9913555748	0.01489323106
1304	0.9913575538	0.01489134204
1305	0.991357902	0.01488978111
1306	0.9913582301	0.01488819999
1307	0.9913618022	0.01487868335
1308	0.9913979586	0.01485612319
1309	0.9913997444	0.01485076555
1310	0.9914105006	0.01484443473
1311	0.9914131997	0.01483774535
1312	0.9914189408	0.01483066757
1313	0.9914227886	0.01482350377
1314	0.9914267823	0.01481758263
1315	0.9914336871	0.01480547164
1316	0.9914425562	0.01479375626
1317	0.9914555492	0.01478069125
1318	0.9914583587	0.01477693309
1319	0.9914786337	0.01475708591
1320	0.9915018243	0.01473296954
1321	0.9915051536	0.01472799826
1322	0.9915066822	0.01471448577
1323	0.9915192319	0.01470794213
1324	0.9915525542	0.01467460845
1325	0.9915765434	0.01465653216
1326	0.9916002045	0.01464332949
1327	0.9916175898	0.014634013
1328	0.9916213236	0.01462777879
1329	0.9916222054	0.01462542602
1330	0.9916283639	0.01461704142
1331	0.9916418317	0.01460749013
1332	0.9916629643	0.01458120907
1333	0.9916670101	0.01457408708
1334	0.9916665246	0.01456838415
1335	0.9916805538	0.01455201305
1336	0.9916821336	0.01454745979
1337	0.9916876104	0.01454319442
1338	0.9916888024	0.01454025941
1339	0.9916947043	0.01452915005
1340	0.9916962532	0.01452720372
1341	0.99169838	0.01452288099
1342	0.9917111631	0.01451202063
1343	0.9917120628	0.01450865293
1344	0.9917281982	0.01449467998
1345	0.9917370569	0.01448104105
1346	0.9917375429	0.0144798975
1347	0.9917470911	0.01446638636
1348	0.991782942	0.01442658551
1349	0.9917879724	0.01441777991
1350	0.9917920041	0.01441157419
1351	0.9918085368	0.01439921537
1352	0.991811147	0.01439494433
1353	0.9918304859	0.01438359007
1354	0.991832256	0.01437930632
1355	0.9918350887	0.01437488171
1356	0.9918444264	0.01436785304
1357	0.9918515242	0.01435917039
1358	0.9918679762	0.01435093764
1359	0.9918879123	0.0143293325
1360	0.9919147912	0.01430153387
1361	0.9919426865	0.01427232188
1362	0.9919448317	0.01426874135
1363	0.9919477517	0.01425946217
1364	0.9919625706	0.01424508823
1365	0.9919626017	0.014244385
1366	0.9919895668	0.014216533
1367	0.9920054448	0.01419352868
1368	0.9920067894	0.01419023918
1369	0.9920305764	0.0141779002
1370	0.9920339731	0.01416871979
1371	0.9920344832	0.01416036986
1372	0.9920645954	0.01413366124
1373	0.992099702	0.01410060305
1374	0.9921242713	0.01407902176
1375	0.9921446969	0.01406207005
1376	0.992154663	0.014042663
1377	0.9921716716	0.01403558647
1378	0.9921765109	0.01403366846
1379	0.9921869036	0.01401894362
1380	0.9921879057	0.01401572399
1381	0.9922073215	0.01399028284
1382	0.9922083095	0.01398747322
1383	0.9922153627	0.01397237529
1384	0.9922159516	0.01397081366
1385	0.9922574763	0.01393205698
1386	0.9922774267	0.01390896296
1387	0.9922903369	0.01389881887
1388	0.9922943853	0.01389208325
1389	0.992303845	0.01388090221
1390	0.9923039603	0.01388022941
1391	0.9923077586	0.01387184755
1392	0.992325032	0.01386141882
1393	0.99232609	0.01385866544
1394	0.9923343115	0.0138407945
1395	0.9923346469	0.01383946742
1396	0.9923415712	0.01383071864
1397	0.9923442996	0.01382570233
1398	0.9923513487	0.01381197244
1399	0.9923603949	0.01380264575
1400	0.9923847949	0.01378023205
1401	0.992391448	0.01376957569
1402	0.9923914695	0.01376935741
1403	0.9923925023	0.01376557995
1404	0.9924121145	0.0137553424
1405	0.9924453405	0.01371997764
1406	0.9924496446	0.0137120183
1407	0.9924629599	0.01370141119
1408	0.9924630674	0.01370047905
1409	0.992463354	0.01369921091
1410	0.9924678771	0.01369216443
1411	0.9925012963	0.01366713384
1412	0.9925041807	0.01365762534
1413	0.9925307191	0.01363848773
1414	0.9925322446	0.01363482946
1415	0.9925374324	0.01362708454
1416	0.992540755	0.01361971932
1417	0.9925497281	0.01361237517
1418	0.9925518167	0.01360933276
1419	0.9925531892	0.01360590956
1420	0.9925709029	0.01359641729
1421	0.9925824514	0.01358494734
1422	0.9925836273	0.01358149813
1423	0.9925841909	0.01357843921
1424	0.9925860482	0.01357447105
1425	0.9925989309	0.01356260583
1426	0.9926102644	0.01355157028
1427	0.9926283031	0.01353908814
1428	0.9926519848	0.0135185271
1429	0.992674348	0.01348511108
1430	0.9926745743	0.01348307109
1431	0.9926805163	0.0134733579
1432	0.9926941263	0.01346530039
1433	0.9926951525	0.01346229914
1434	0.9927045753	0.01345563958
1435	0.992705851	0.01345135643
1436	0.9927139491	0.0134450472
1437	0.9927143958	0.01344315119
1438	0.99271466	0.01344195776
1439	0.9927238806	0.01342678723
1440	0.9927281452	0.01341823711
1441	0.992730472	0.01341342982
1442	0.9927382472	0.01340714503
1443	0.9927479713	0.01339257784
1444	0.9927486314	0.01339050596
1445	0.9927768284	0.01335405366
1446	0.9927770997	0.0133523428
1447	0.9927904091	0.01333242821
1448	0.9927924684	0.01332714023
1449	0.9927965683	0.01332074471
1450	0.9928374897	0.01328397926
1451	0.9928377077	0.01328297329
1452	0.9928526733	0.01326239608
1453	0.9928543774	0.01325742219
1454	0.9928733427	0.01322996872
1455	0.9928818674	0.01322216927
1456	0.9928946822	0.01321601195
1457	0.9929106674	0.01320550706
1458	0.9929179694	0.01319338192
1459	0.9929203189	0.01318797833
1460	0.9929450399	0.0131716263
1461	0.9929454847	0.01316960512
1462	0.9929564557	0.01314888116
1463	0.9929590841	0.01313484041
1464	0.9929902293	0.01310682445
1465	0.9929907858	0.01310520583
1466	0.9929954235	0.01309564863
1467	0.9930073197	0.01308419195
1468	0.9930183717	0.01306913834
1469	0.9930211465	0.01306341063
1470	0.9930253333	0.01305669051
1471	0.9930253584	0.01305647456
1472	0.9930393777	0.01304683539
1473	0.9930402629	0.01304199038
1474	0.9930577645	0.01301583513
1475	0.993068284	0.01300644606
1476	0.993068928	0.01300359602
1477	0.9930834601	0.01298522661
1478	0.9930997268	0.01297405747
1479	0.9931017274	0.01296893821
1480	0.9931025322	0.01296651986
1481	0.9931025496	0.01296616957
1482	0.9931110344	0.01295254451
1483	0.9931138337	0.01294592283
1484	0.9931230186	0.01293922568
1485	0.99312614	0.01293044805
1486	0.9931289572	0.01292602791
1487	0.9931380213	0.01291780885
1488	0.9931550454	0.01289946598
1489	0.9931771776	0.012881181
1490	0.993177176	0.01288116995
1491	0.9931849657	0.01287269851
1492	0.9932103085	0.01285422503
1493	0.9932198623	0.01283404306
1494	0.9932234373	0.01282756413
1495	0.9932331017	0.0128171185
1496	0.9932362264	0.01281387135
1497	0.9932363267	0.0128130726
1498	0.9932443885	0.01280108756
1499	0.9932514564	0.01279531131
1500	0.9932544134	0.01278696846
1501	0.9932580877	0.01278231608
1502	0.9932712745	0.01276822977
1503	0.9932768201	0.01276121836
1504	0.9932789663	0.0127575067
1505	0.9932891643	0.01274130298
1506	0.9933036349	0.01272998868
1507	0.9933153388	0.01271137287
1508	0.9933157728	0.01270519493
1509	0.9933290779	0.01268359545
1510	0.9933296029	0.01268166053
1511	0.9933648367	0.01265302203
1512	0.9933659998	0.01265077968
1513	0.9933669166	0.01264785233
1514	0.9933727589	0.01263905467
1515	0.9933744195	0.01263537646
1516	0.9933858171	0.01262027165
1517	0.9933865201	0.01261774935
1518	0.9933879804	0.01261391249
1519	0.9933934498	0.01260348127
1520	0.993403426	0.01259289437
1521	0.9934067333	0.01258736031
1522	0.9934216745	0.01256514133
1523	0.9934254785	0.01255739591
1524	0.993427646	0.01255115441
1525	0.9934378357	0.01253261959
1526	0.9934506226	0.01252437453
1527	0.9934541241	0.0125197073
1528	0.9934611122	0.01250745695
1529	0.9934762798	0.01249243029
1530	0.993476775	0.01249050447
1531	0.9934866176	0.01246843562
1532	0.993499037	0.01246060864
1533	0.9934994237	0.01245872984
1534	0.9935003782	0.01245678058
1535	0.9935028097	0.01245220901
1536	0.9935124982	0.01244149523
1537	0.9935162601	0.01243759978
1538	0.9935290677	0.01242128107
1539	0.9935300599	0.01241805084
1540	0.9935461381	0.01240409485
1541	0.9935507687	0.01239925562
1542	0.9935562835	0.01238865163
1543	0.9935566417	0.01238682542
1544	0.9935673189	0.01238314322
1545	0.9935784872	0.01237133337
1546	0.9936004366	0.0123425422
1547	0.9936192001	0.01232619623
1548	0.9936415971	0.01230947876
1549	0.9936556641	0.01229318272
1550	0.9936556047	0.01229296506
1551	0.9936602431	0.01228607737
1552	0.9936676156	0.0122776446
1553	0.9936698734	0.01227184341
1554	0.9936813338	0.0122663068
1555	0.9936924389	0.01225416017
1556	0.993695498	0.01225105223
1557	0.9936952275	0.01224473428
1558	0.9937046353	0.01223374471
1559	0.9937148504	0.01222141095
1560	0.9937215793	0.01220327681
1561	0.9937220477	0.01220095018
1562	0.9937249802	0.01219438532
1563	0.9937252311	0.01219340613
1564	0.9937266167	0.01218846133
1565	0.9937298436	0.01218086084
1566	0.9937343487	0.01217463694
1567	0.9937363308	0.01216792733
1568	0.9937383099	0.01216263645
1569	0.9937386006	0.01216142703
1570	0.9937545134	0.01214888922
1571	0.9937627704	0.01213749609
1572	0.9937770719	0.01212581309
1573	0.9937806133	0.01212046621
1574	0.9937808857	0.01211921583
1575	0.9937870444	0.0121134901
1576	0.9937880264	0.01211192116
1577	0.9938065703	0.01209049835
1578	0.9938238309	0.01207719691
1579	0.9938297622	0.0120746289
1580	0.9938367454	0.01206221221
1581	0.9938473478	0.01205664859
1582	0.9938482654	0.01205393396
1583	0.9938491215	0.01205310658
1584	0.9938772577	0.01202929344
1585	0.9938817161	0.01202666898
1586	0.9938818065	0.01202615656
1587	0.9938821545	0.01202417202
1588	0.9938829836	0.01202199124
1589	0.9939035694	0.0120058693
1590	0.9939190888	0.01198556738
1591	0.993938527	0.01196230193
1592	0.9939392153	0.01195986297
1593	0.9939392682	0.01195961186
1594	0.9939563632	0.0119454962
1595	0.9939576069	0.01193671925
1596	0.9939689823	0.01191878852
1597	0.9939698579	0.01191577522
1598	0.9939716555	0.01191028506
1599	0.9939866725	0.01190102507
1600	0.9939942717	0.01188821731
1601	0.9939972348	0.01188050049
1602	0.9940117992	0.01185720691
1603	0.9940121158	0.01185583006
1604	0.9940127691	0.01185307264
1605	0.9940147191	0.0118485575
1606	0.9940605118	0.01179583049
1607	0.9940670777	0.0117916813
1608	0.9940843436	0.01177920396
1609	0.9940944844	0.01176913002
1610	0.9940956704	0.01176600644
1611	0.9940961352	0.01176374243
1612	0.9941197819	0.01174708974
1613	0.9941234769	0.01174370072
1614	0.9941244551	0.01174249555
1615	0.994125247	0.01174053983
1616	0.9941485456	0.01171697588
1617	0.9941485709	0.01171670176
1618	0.9941493251	0.01171520148
1619	0.9941650628	0.01170378829
1620	0.9941661419	0.01170092321
1621	0.994168693	0.0116952447
1622	0.9941734201	0.01168784961
1623	0.9941871456	0.01166911423
1624	0.9941880696	0.01166726026
1625	0.9941889269	0.01166406214
1626	0.9941989349	0.01164680285
1627	0.9942003668	0.01164309487
1628	0.9942025961	0.01163799579
1629	0.9942059975	0.01163352165
1630	0.9942110704	0.01162535213
1631	0.9942126692	0.01162100702
1632	0.994210215	0.01161948767
1633	0.9942106161	0.01161764808
1634	0.9942169574	0.01161318264
1635	0.9942221635	0.01160843613
1636	0.9942266709	0.01159863674
1637	0.9942268788	0.01159368892
1638	0.9942284583	0.01158991009
1639	0.994229479	0.01158604342
1640	0.9942457112	0.01156857626
1641	0.994247138	0.01156472892
1642	0.9942474382	0.01156335339
1643	0.9942501779	0.01155239146
1644	0.9942669643	0.0115353264
1645	0.9942764918	0.01153074103
1646	0.9942774962	0.0115289299
1647	0.9942938	0.01150962105
1648	0.9942962287	0.01150316699
1649	0.9942962894	0.01150244187
1650	0.9943166144	0.01148777477
1651	0.9943225492	0.01148371052
1652	0.9943473353	0.01145888921
1653	0.994369321	0.01143003631
1654	0.9943703026	0.01142718319
1655	0.9943887233	0.01141147263
1656	0.9944041485	0.01139614475
1657	0.994419695	0.01138820571
1658	0.994420282	0.01138611249
1659	0.9944208912	0.01138276415
1660	0.9944233537	0.01137542505
1661	0.9944339461	0.01136867562
1662	0.9944398117	0.01136326803
1663	0.9944424237	0.01136064076
1664	0.9944493167	0.01135195624
1665	0.9944595807	0.01134517097
1666	0.994471348	0.01133458022
1667	0.9944718489	0.01133233816
1668	0.9944807535	0.0113274168
1669	0.9944811068	0.01132584778
1670	0.994481978	0.01132323181
1671	0.9945116233	0.01129658282
1672	0.9945134372	0.01128718073
1673	0.9945272443	0.01128041065
1674	0.994541288	0.01127244399
1675	0.9945418523	0.01127042814
1676	0.9945551513	0.01125558126
1677	0.9945679265	0.01124002237
1678	0.9945683988	0.01123857071
1679	0.9945690078	0.01123679606
1680	0.9945818311	0.01123063701
1681	0.9945834949	0.01122662307
1682	0.9945838776	0.01122604926
1683	0.9945854634	0.01122106481
1684	0.9945942145	0.01121123887
1685	0.9945946915	0.01120953112
1686	0.994611284	0.01118859826
1687	0.9946114963	0.01118760836
1688	0.994618011	0.01117966828
1689	0.9946188297	0.01117782867
1690	0.9946203884	0.01117434626
1691	0.994624019	0.01116512676
1692	0.99462405	0.01116464379
1693	0.994624386	0.01116317069
1694	0.9946344596	0.01115332274
1695	0.9946347607	0.0111519954
1696	0.9946422183	0.0111430017
1697	0.9946701385	0.01111547382
1698	0.99467019	0.01111516777
1699	0.9946809265	0.01110011398
1700	0.9946817134	0.01109751029
1701	0.9946996836	0.01107881438
1702	0.9947004691	0.0110762543
1703	0.9947074813	0.01106922329
1704	0.9947074833	0.01106912319
1705	0.9947101004	0.01106368308
1706	0.9947118925	0.01105800153
1707	0.9947196209	0.01104684487
1708	0.9947210212	0.0110432085
1709	0.994729409	0.01103431853
1710	0.9947379351	0.01102359551
1711	0.9947425671	0.0110189825
1712	0.9947426354	0.01101826485
1713	0.9947473549	0.01101221349
